no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,required_car_parking_space,lead_time,arrival_year,arrival_month,arrival_date,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status,type_of_meal_plan_Meal Plan 1,type_of_meal_plan_Meal Plan 2,type_of_meal_plan_Meal Plan 3,room_type_reserved_Room_Type 1,room_type_reserved_Room_Type 2,room_type_reserved_Room_Type 3,room_type_reserved_Room_Type 4,room_type_reserved_Room_Type 5,room_type_reserved_Room_Type 6,market_segment_type_Aviation,market_segment_type_Complementary,market_segment_type_Corporate,market_segment_type_Offline
1,0,0,3,0,71,2018,6,14,0,0,0,120.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,1,4,0,40,2018,9,26,0,0,0,145.98,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2,0,1,2,0,324,2018,11,21,0,0,0,87.3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
2,0,2,0,0,7,2018,4,10,0,0,0,124.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2,0,1,4,0,83,2018,7,25,0,0,0,79.56,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,3,0,73,2018,11,17,0,0,0,102.6,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,0,0,1,0,115,2018,7,23,0,0,0,99.9,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,2,0,5,2018,9,6,0,0,0,110.11,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,1,0,2,2018,4,20,1,3,4,45.0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
2,0,0,3,0,91,2018,10,20,0,0,0,132.3,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0
2,0,2,2,0,51,2018,9,3,0,0,0,139.28,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1,0,0,1,0,1,2018,5,31,0,0,0,125.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,1,2,0,107,2018,8,5,0,0,0,111.3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,2,1,0,48,2018,2,27,0,0,0,86.3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,1,2,0,19,2018,3,4,0,0,0,74.64,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,2,1,0,134,2018,11,13,0,0,0,124.2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
2,0,0,1,0,31,2018,3,23,0,0,0,126.9,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,2,1,0,28,2018,2,6,0,0,0,84.3,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,1,0,160,2018,10,29,0,0,0,80.1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,2,0,107,2018,6,10,0,0,0,120.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
3,0,1,1,0,168,2018,9,19,0,0,0,159.3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
2,0,0,2,0,102,2017,10,16,0,0,0,109.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
3,0,2,5,0,152,2018,7,13,0,0,0,130.05,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0
2,0,0,1,0,30,2018,8,19,0,0,0,125.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,0,2,8,0,200,2018,9,20,0,0,0,129.54,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2,1,2,1,1,15,2018,6,19,0,0,0,168.0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2,0,1,1,0,23,2018,4,18,0,0,0,89.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2,0,1,3,0,250,2018,9,26,0,0,0,95.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2,2,0,2,0,204,2018,10,7,0,0,0,180.9,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
2,0,1,3,0,12,2017,9,7,0,0,0,77.57,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2,0,2,0,0,111,2018,3,20,0,0,0,58.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,0,1,0,0,18,2018,2,22,0,0,0,85.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3,0,0,4,0,61,2018,6,1,0,0,0,159.3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
2,0,1,2,0,15,2018,2,5,0,0,0,97.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
2,0,0,2,0,377,2018,10,14,0,0,0,115.0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
2,0,2,5,0,116,2018,3,25,0,0,0,104.14,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,1,3,0,70,2018,4,14,0,0,0,89.25,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2,0,2,2,0,143,2018,8,26,0,0,0,96.3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,2,0,5,2018,10,25,0,0,0,95.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
2,0,6,15,0,17,2018,12,2,0,0,0,75.66,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,3,0,150,2018,6,16,0,0,0,90.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
2,0,0,1,0,88,2018,8,19,0,0,0,131.4,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2,0,0,5,0,140,2017,12,29,0,0,0,70.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,0,3,0,66,2018,11,10,0,0,0,106.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,1,0,2,2018,7,9,0,0,0,116.27,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,2,0,0,30,2018,9,25,0,0,0,109.1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,2,1,0,82,2017,12,19,0,0,0,60.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1,0,0,1,0,43,2017,10,13,0,0,0,75.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,0,0,1,0,0,2018,3,17,0,0,0,97.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,2,0,0,4,2018,1,10,0,0,0,82.9,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,0,1,2,0,219,2017,9,4,0,0,0,76.67,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,0,1,3,0,33,2018,11,7,0,0,0,143.28,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,2,2,0,2,2017,8,8,0,0,0,90.0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,5,0,140,2017,12,29,0,0,0,70.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,2,4,0,49,2018,3,19,0,0,0,106.25,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2,0,2,5,0,163,2018,9,10,0,0,0,96.88,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,0,3,0,29,2017,12,31,0,0,0,118.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,0,4,0,91,2017,12,30,0,0,0,60.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2,0,0,2,0,112,2018,4,8,0,0,0,65.83,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,0,2,2,0,180,2018,11,27,0,0,0,85.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,2,1,0,131,2018,10,15,0,0,0,132.3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
2,0,1,1,0,66,2018,4,4,0,0,0,105.3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,1,1,0,66,2018,6,20,0,0,0,89.75,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2,1,0,2,0,26,2018,4,15,0,0,0,145.0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,2,0,257,2017,7,1,0,0,0,101.5,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
3,0,2,3,0,126,2018,7,23,0,0,0,130.05,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3,0,0,2,0,1,2018,6,14,0,0,0,179.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,1,0,2,2018,10,13,0,0,0,109.65,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,0,3,1,3,2018,9,15,0,0,0,161.33,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,0,2,2,0,134,2018,6,5,0,0,0,109.65,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,0,2,0,0,210,2018,7,31,0,0,0,96.3,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,1,1,0,24,2018,6,13,0,0,0,79.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,2,5,0,1,2017,8,8,0,0,0,88.0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,2,2,0,4,2017,12,26,0,0,0,61.5,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3,0,0,2,0,219,2018,8,30,0,0,0,152.99,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
2,0,1,3,0,22,2017,9,17,0,0,0,119.25,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,1,1,21,2018,5,4,0,0,0,165.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2,0,0,5,0,128,2018,10,11,0,0,0,132.3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
2,0,0,4,0,270,2018,4,20,0,0,0,80.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,1,0,0,0,2018,5,9,0,0,0,89.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,0,2,1,0,124,2017,8,8,0,0,0,94.5,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
2,0,0,4,0,50,2018,11,16,0,0,0,64.67,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,2,0,273,2017,7,17,0,0,0,109.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1,0,2,4,0,69,2018,6,12,0,0,0,120.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,2,1,0,197,2018,10,29,0,0,0,96.3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,2,3,0,31,2018,11,5,0,0,0,127.94,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1,0,1,1,1,17,2018,8,22,0,0,0,67.0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
2,0,1,3,0,111,2017,10,5,0,0,0,72.25,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,0,3,0,87,2018,6,9,0,0,0,97.71,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,1,4,0,3,2018,3,7,0,0,0,92.6,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,1,0,1,2018,7,7,0,0,0,94.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1,0,0,2,0,40,2017,11,4,0,0,0,100.8,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3,0,0,2,0,141,2018,9,23,0,0,0,163.8,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2,0,2,3,0,0,2018,3,20,0,0,0,124.2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,2,5,0,102,2017,7,29,0,0,0,46.66,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,4,7,0,4,2018,2,14,0,0,0,106.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,0,0,2,0,27,2018,10,5,0,0,0,139.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,1,0,14,2018,4,29,0,0,0,65.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,2,2,0,87,2018,4,9,0,0,0,80.75,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,3,0,17,2017,10,1,0,0,0,113.33,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,2,1,0,65,2018,10,23,0,0,0,80.75,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,1,2,0,158,2018,3,25,0,0,0,70.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2,2,2,3,0,252,2018,8,14,0,0,0,163.63,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
1,0,1,2,0,17,2018,5,30,0,0,0,102.15,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
2,1,1,3,0,230,2018,8,29,0,0,0,72.75,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2,0,0,1,0,12,2018,1,5,0,0,0,58.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,2,3,0,17,2018,10,9,0,0,0,95.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,0,2,0,57,2018,9,21,0,0,0,101.52,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,0,2,0,102,2017,10,16,0,0,0,101.5,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
2,2,0,3,0,199,2018,7,26,0,0,0,168.3,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
2,0,2,2,0,26,2018,8,7,0,0,0,151.0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,3,0,9,2017,12,30,0,0,0,142.67,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2,0,1,2,0,40,2018,6,27,0,0,0,85.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,0,0,1,0,84,2018,9,7,1,3,14,65.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
2,0,2,4,0,327,2017,9,9,0,0,0,88.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1,0,0,3,0,21,2018,10,25,0,0,0,83.2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,2,0,273,2017,7,17,0,0,0,87.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
2,0,1,3,0,260,2018,12,26,0,0,0,73.95,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,1,0,4,2018,3,23,0,0,0,2.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,1,0,100,2017,10,16,0,0,0,108.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
2,1,1,3,0,39,2018,4,11,0,0,0,121.5,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3,0,0,1,0,41,2018,9,1,0,0,0,142.2,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2,1,0,1,0,2,2018,7,1,0,0,0,167.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,2,1,0,59,2017,12,27,0,0,0,112.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,2,1,0,38,2018,2,13,0,0,0,67.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2,0,1,3,0,60,2017,10,12,0,0,0,65.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,0,2,0,63,2017,9,4,0,0,0,116.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
2,0,0,1,0,55,2018,4,6,0,0,0,104.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
2,0,2,3,0,285,2018,10,16,0,0,0,81.81,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
1,0,1,1,0,62,2018,11,7,0,0,0,143.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,0,2,0,0,6,2017,9,20,0,0,0,152.84,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,1,0,7,2018,5,31,0,0,0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
2,0,0,3,0,71,2018,5,10,0,0,0,126.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1,0,0,2,0,13,2018,7,20,0,0,0,95.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
2,0,1,1,0,48,2018,9,19,0,0,0,135.9,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,2,1,0,71,2017,7,5,0,0,0,55.8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3,0,1,1,0,99,2018,8,8,0,0,0,150.3,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,0,0,1,0,9,2017,12,10,1,0,3,65.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
2,0,0,4,0,55,2018,3,29,0,0,0,85.85,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3,0,2,2,0,3,2018,12,24,0,0,0,110.5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2,0,0,2,0,1,2017,9,15,0,0,0,164.5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2,0,4,6,0,46,2018,12,18,0,0,0,74.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,0,2,1,0,14,2018,8,28,0,0,0,130.0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,2,3,0,212,2018,5,20,0,0,0,78.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
1,0,1,2,0,118,2018,6,6,0,0,0,110.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,1,1,0,7,2018,5,21,0,0,0,56.0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1
2,0,2,1,0,2,2017,10,18,0,0,0,123.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
3,0,2,2,0,2,2018,12,2,0,0,0,119.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2,0,0,1,0,5,2018,8,20,0,0,0,130.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,2,0,6,2017,12,10,0,0,0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2,0,1,2,0,56,2017,11,6,0,0,0,60.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2,0,0,1,0,143,2018,8,13,0,0,0,103.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,2,0,68,2017,9,29,0,0,0,65.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,1,3,0,7,2018,12,29,0,0,0,125.8,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2,1,2,4,0,149,2018,8,3,0,0,0,119.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,2,2,0,204,2018,9,3,0,0,0,80.75,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,2,2,0,228,2018,9,10,0,0,0,90.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,3,0,76,2018,11,10,0,0,0,120.9,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,0,1,2,0,15,2018,2,5,0,0,0,100.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,1,0,2,2018,6,30,0,0,0,127.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,0,2,2,0,244,2018,10,22,0,0,0,90.95,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,2,3,0,6,2017,9,13,0,0,0,103.15,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2,0,2,1,0,13,2018,10,9,0,0,0,177.62,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,2,2,0,21,2018,6,12,0,0,0,156.5,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1,0,0,1,0,0,2018,2,6,0,0,0,79.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,4,0,67,2018,11,1,0,0,0,93.6,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,0,2,1,0,124,2017,8,8,0,0,0,36.25,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
2,0,0,2,0,1,2017,9,9,0,0,0,142.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,2,1,0,108,2018,4,30,0,0,0,77.03,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,0,2,1,0,116,2018,2,28,0,0,0,61.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
3,0,1,5,0,129,2018,7,26,0,0,0,132.88,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1,0,1,1,0,32,2017,10,24,0,0,0,120.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,1,2,6,0,185,2018,8,2,0,0,0,114.75,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
1,0,1,0,0,64,2018,10,30,0,0,0,89.1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,2,0,21,2017,11,5,0,0,0,76.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,0,1,2,0,262,2018,11,14,0,0,0,106.0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
3,0,0,2,0,173,2018,12,16,0,0,0,122.4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3,0,1,2,0,16,2018,2,19,0,0,0,118.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,0,1,0,3,2018,7,9,0,0,0,139.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,2,0,122,2018,4,15,0,0,0,85.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,2,4,0,83,2018,3,20,0,0,0,61.41,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,2,0,9,2018,6,3,0,0,0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,2,0,320,2018,8,18,0,0,0,115.0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
3,0,0,4,0,86,2018,10,25,0,0,0,123.3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2,0,0,2,0,9,2018,9,29,0,0,0,99.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
2,0,1,2,0,23,2018,11,11,0,0,0,124.67,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2,0,0,3,0,87,2018,10,26,0,0,0,104.4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
2,0,2,3,0,125,2018,6,17,0,0,0,128.69,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2,0,0,1,0,33,2018,10,6,0,0,0,126.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,3,0,166,2018,11,1,0,0,0,110.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
1,0,1,2,0,9,2018,2,12,0,0,0,85.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,2,3,0,30,2018,5,15,0,0,0,97.71,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,1,0,14,2018,11,3,0,0,0,112.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,3,0,93,2018,5,11,0,0,0,105.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
2,0,2,1,0,141,2018,6,4,0,0,0,109.2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,1,0,219,2017,9,4,0,0,0,108.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
2,0,0,4,0,259,2018,12,7,0,0,0,73.95,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,2,0,69,2018,4,27,0,0,0,105.3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2,1,0,3,0,203,2018,8,17,0,0,0,87.99,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,2,0,64,2018,5,17,0,0,0,130.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
2,0,1,1,0,247,2018,6,6,0,0,0,115.0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
2,0,2,4,0,13,2018,2,5,0,0,0,79.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3,0,2,1,0,138,2017,8,22,0,0,0,138.5,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1,0,5,10,0,3,2018,5,9,0,0,0,110.0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0
2,0,1,3,0,263,2018,12,26,0,0,0,63.75,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2,0,2,1,0,19,2018,5,7,0,0,0,121.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,1,0,15,2017,9,17,0,0,0,115.0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,0,0,3,0,15,2018,11,29,0,0,0,106.33,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,3,0,17,2018,11,23,0,0,0,104.0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,4,0,207,2018,5,4,0,0,0,106.2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,1,2,0,9,2018,12,16,0,0,0,78.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,0,2,2,0,83,2018,5,7,0,0,0,124.65,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,2,3,0,60,2018,4,2,0,0,0,107.78,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2,0,1,0,0,49,2018,7,11,0,0,0,93.15,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2,0,2,2,1,12,2017,8,23,0,0,0,99.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,1,1,1,0,132,2018,6,11,0,0,0,143.1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,0,2,1,0,93,2018,10,15,0,0,0,115.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,2,5,0,31,2018,6,17,0,0,0,96.3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2,0,2,0,0,19,2018,10,2,0,0,0,85.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,0,2,0,101,2018,8,9,0,0,0,165.6,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2,0,0,1,0,10,2018,2,13,1,11,22,79.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,0,1,3,0,43,2018,12,8,0,0,0,88.4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,1,2,2,0,66,2018,10,23,0,0,0,213.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,0,5,2018,4,5,0,0,0,89.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,0,2,3,0,192,2017,9,25,0,0,0,102.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,4,0,259,2018,10,5,0,0,0,89.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,1,0,8,2018,12,6,0,0,0,72.38,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,1,2,0,140,2018,9,12,0,0,0,110.19,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2,0,2,2,0,45,2017,10,16,0,0,0,78.54,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2,0,1,1,0,4,2017,9,7,0,0,0,133.5,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,2,0,86,2017,9,24,0,0,0,105.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
